call_ID,round number,salesperson talking time,SP pause,total round pauses,customer talking time,crosstalk1,crosstalk2,crosstalk3,crosstalk4,crosstalk5
00T6000005GxrimEAB.txt,11,00:01.314,00:00.000,00:00.839,00:00.096,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,1,00:01.015,00:00.592,00:01.010,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,2,00:01.014,00:00.607,00:01.441,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,3,00:00.095,00:45.171,00:01.029,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,4,00:01.709,00:01.051,00:07.400,00:00.480,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,5,00:01.539,00:00.688,00:01.110,00:00.379,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,6,00:17.484,00:01.321,00:01.349,00:12.977,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,7,00:04.044,00:00.562,00:00.674,00:00.505,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,8,00:02.847,00:00.607,00:00.400,00:00.694,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxSB7EAN.txt,9,00:00.312,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,1,00:01.292,00:00.710,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,2,00:01.242,00:00.405,00:01.045,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,3,00:00.252,00:00.584,00:10.659,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,4,00:03.541,00:00.523,00:01.637,00:04.746,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,5,00:01.344,00:00.380,00:02.133,00:01.259,00:00.000,00:00.000,00:00.000,00:01.954,00:00.000,
00T6000005GxufzEAB.txt,6,00:00.310,00:00.355,00:53.992,00:00.209,00:00.000,00:00.000,00:00.000,00:02.095,00:00.000,
00T6000005GxufzEAB.txt,7,00:04.251,00:00.549,00:02.261,00:03.502,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,8,00:21.397,00:00.506,00:01.644,01:28.154,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,9,00:17.669,00:00.364,00:00.025,00:01.446,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,10,00:06.409,00:00.431,00:00.201,00:17.989,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,11,00:01.310,00:00.413,00:00.077,00:01.354,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,12,00:15.963,00:00.399,00:00.132,00:05.050,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,13,00:01.546,00:00.493,00:00.093,00:00.730,00:00.000,00:00.000,00:00.000,00:02.079,00:00.000,
00T6000005GxufzEAB.txt,14,00:14.391,00:00.526,00:00.269,00:00.176,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,15,00:06.771,00:00.405,00:01.290,00:00.363,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxufzEAB.txt,16,00:01.373,00:00.000,00:00.887,00:00.453,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HHsTiEAL.txt,1,00:00.854,00:00.440,00:00.807,00:00.664,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HHsTiEAL.txt,2,00:02.606,00:00.876,00:01.317,00:00.838,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HHsTiEAL.txt,3,00:12.675,00:01.210,00:00.781,00:01.024,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HHsTiEAL.txt,4,00:04.469,00:00.106,00:00.414,00:02.660,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HHsTiEAL.txt,5,00:00.631,00:00.971,00:01.062,00:03.408,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HHsTiEAL.txt,6,00:03.164,00:00.042,00:00.005,00:01.173,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HHsTiEAL.txt,7,00:01.566,00:00.000,00:00.595,00:00.244,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi70uEAB.txt,1,00:00.801,00:00.795,00:01.820,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi70uEAB.txt,2,00:01.172,00:01.473,00:00.833,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi70uEAB.txt,3,00:05.881,00:01.300,00:11.186,00:00.878,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi70uEAB.txt,4,00:01.615,00:01.114,00:02.037,00:01.070,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi70uEAB.txt,5,00:08.156,00:01.621,00:01.319,00:06.330,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi70uEAB.txt,6,00:01.319,00:00.000,00:00.020,00:01.159,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,1,00:01.873,00:00.359,00:00.579,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,2,00:01.550,00:00.555,00:23.454,00:00.717,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,3,00:03.805,00:00.243,00:00.717,00:00.220,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,4,00:21.951,00:00.324,00:01.550,00:02.128,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,5,00:00.832,00:00.266,00:00.139,00:01.538,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,6,00:01.122,00:00.532,00:00.046,00:05.783,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,7,00:01.538,00:00.323,00:00.000,00:02.094,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,8,00:05.563,00:02.996,00:01.007,00:06.661,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,9,00:06.280,00:00.162,00:00.740,00:00.763,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hi72gEAB.txt,10,00:00.856,00:00.000,00:00.578,00:00.336,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,1,00:00.634,00:00.594,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,2,00:01.519,00:00.423,00:01.664,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,3,00:00.436,00:00.555,00:11.623,00:00.673,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,4,00:03.434,00:00.647,00:01.083,00:00.581,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,5,00:21.225,00:00.799,00:01.287,00:04.782,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,6,00:04.655,00:00.072,00:00.905,00:22.658,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,7,00:10.117,00:00.317,00:00.429,00:01.546,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,8,00:22.505,00:00.377,00:00.766,00:02.886,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HIHsuEAH.txt,9,00:00.865,00:00.000,00:00.211,00:00.647,00:00.000,00:00.000,00:00.000,00:00.548,00:00.000,
00T6000005HiHuhEAF.txt,1,00:01.997,00:00.269,00:00.960,00:00.845,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,2,00:02.612,00:00.999,00:01.152,00:00.576,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,3,00:18.629,00:01.267,00:00.768,00:02.228,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,4,00:00.423,00:01.075,00:00.346,00:03.188,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,5,00:08.758,00:00.461,00:00.230,00:00.499,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,6,00:04.225,00:00.500,00:00.539,00:02.765,00:00.000,00:00.000,00:03.725,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,7,00:01.651,00:00.269,00:00.001,00:00.000,00:00.000,00:00.000,00:00.000,00:02.342,00:00.000,
00T6000005HiHuhEAF.txt,8,00:05.378,00:00.346,00:00.537,00:14.711,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,9,00:16.363,00:00.192,00:00.307,00:00.000,00:00.000,00:00.000,00:00.000,00:01.037,00:00.000,
00T6000005HiHuhEAF.txt,10,00:00.845,00:00.115,00:00.115,00:02.497,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,11,00:04.763,00:00.316,00:00.759,00:01.210,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiHuhEAF.txt,12,00:00.336,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNMUEA3.txt,1,00:00.570,00:01.669,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNMUEA3.txt,2,00:02.143,00:01.217,00:02.088,00:02.369,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNMUEA3.txt,3,00:20.208,00:01.044,00:01.583,00:01.131,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNMUEA3.txt,4,00:02.196,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,1,00:01.244,00:00.387,00:00.918,00:00.797,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,2,00:02.404,00:00.653,00:00.821,00:00.773,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,3,00:10.654,00:00.942,00:00.024,00:04.361,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,4,00:02.162,00:00.423,00:00.471,00:02.573,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,5,00:01.184,00:00.326,00:00.930,00:00.423,00:00.000,00:00.000,00:03.249,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,6,00:03.431,00:00.375,00:01.920,00:00.761,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,7,00:03.261,00:01.026,00:00.435,00:01.124,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,8,00:01.221,00:00.097,00:00.531,00:00.978,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,9,00:01.534,00:00.060,00:00.870,00:00.773,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,10,00:05.702,00:00.096,00:00.882,00:01.051,00:00.000,00:01.510,00:00.000,00:00.000,00:00.000,
00T6000005HiNWTEA3.txt,11,00:00.206,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,1,00:00.956,00:00.427,00:01.434,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,2,00:01.132,00:00.554,00:00.679,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,3,00:00.427,00:00.780,00:21.835,00:00.478,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,4,00:00.453,00:00.452,00:00.679,00:00.277,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,5,00:02.013,00:00.365,00:01.207,00:01.157,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,6,00:19.634,00:00.415,00:00.012,00:13.836,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,7,00:02.339,00:00.000,00:00.063,00:08.301,00:00.000,00:00.000,00:00.516,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,8,00:04.465,00:00.780,00:00.239,00:04.415,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,9,00:01.874,00:00.529,00:00.591,00:01.496,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,10,00:00.943,00:00.289,00:00.050,00:02.390,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,11,00:07.270,00:01.496,00:00.944,00:01.006,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,12,00:02.239,00:00.101,00:00.189,00:03.295,00:00.000,00:00.000,00:00.541,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,13,00:01.962,00:00.604,00:00.126,00:03.999,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,14,00:08.553,00:00.654,00:00.025,00:02.490,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,15,00:02.918,00:00.378,00:00.403,00:00.905,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiOFLEA3.txt,16,00:01.132,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,1,00:00.774,00:00.253,00:00.838,00:01.501,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,2,00:00.221,00:00.901,00:13.386,00:00.711,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,3,00:02.417,00:00.529,00:00.806,00:00.214,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,4,00:16.396,00:00.932,00:00.845,00:02.450,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,5,00:02.458,00:00.561,00:00.663,00:00.261,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,6,00:02.766,00:00.735,00:00.450,00:00.672,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,7,00:01.501,00:00.450,00:00.632,00:00.269,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,8,00:15.448,00:03.793,00:00.442,00:00.071,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,9,00:00.561,00:00.775,00:00.766,00:00.972,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,10,00:03.650,00:00.379,00:00.854,00:03.405,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,11,00:01.217,00:00.561,00:00.040,00:06.866,00:00.000,00:00.000,00:01.920,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,12,00:15.835,00:00.292,00:00.545,00:02.466,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,13,00:02.414,00:00.055,00:01.181,00:00.166,00:00.000,00:01.454,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,14,00:05.460,00:00.696,00:00.585,00:01.185,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,15,00:03.571,00:00.561,00:00.585,00:00.292,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,16,00:00.585,00:00.221,00:00.774,00:00.727,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiQG4EAN.txt,17,00:00.143,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiT1fEAF.txt,1,00:02.287,00:00.426,00:01.279,00:00.487,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiT1fEAF.txt,2,00:17.133,00:00.384,00:01.988,00:06.408,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiT1fEAF.txt,3,00:12.355,00:00.614,00:01.757,00:02.850,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiT1fEAF.txt,4,00:03.499,00:00.460,00:00.723,00:01.683,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiT1fEAF.txt,5,00:05.299,00:00.410,00:00.597,00:00.461,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HiT1fEAF.txt,6,00:00.426,00:00.000,00:01.101,00:00.205,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hj89eEAB.txt,1,00:01.202,00:00.758,00:11.563,00:01.137,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hj89eEAB.txt,2,00:02.504,00:00.494,00:00.922,00:00.758,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hj89eEAB.txt,3,00:18.597,00:00.338,00:00.642,00:22.015,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hj89eEAB.txt,4,00:00.214,00:00.403,00:00.231,00:00.000,00:00.000,00:00.000,00:00.000,00:00.865,00:00.000,
00T6000005Hj89eEAB.txt,5,00:03.599,00:00.214,00:02.018,00:01.606,00:00.000,00:00.000,00:01.293,00:00.000,00:00.000,
00T6000005Hj89eEAB.txt,6,00:01.541,00:00.445,00:00.000,00:11.171,00:00.000,00:00.000,00:00.112,00:00.000,00:00.000,
00T6000005Hj89eEAB.txt,7,00:01.342,00:00.000,00:00.766,00:01.170,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbC4EAL.txt,1,00:01.206,00:00.436,00:00.937,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbC4EAL.txt,2,00:01.580,00:00.377,00:01.294,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbC4EAL.txt,3,00:00.230,00:00.298,00:22.264,00:00.714,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbC4EAL.txt,4,00:03.579,00:00.317,00:01.298,00:00.496,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbC4EAL.txt,5,00:00.850,00:00.441,00:00.944,00:00.357,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbC4EAL.txt,6,00:14.667,00:00.289,00:00.052,00:07.977,00:00.000,00:00.000,00:00.516,00:00.000,00:00.000,
00T6000005HJbC4EAL.txt,7,00:01.508,00:00.000,00:00.869,00:00.945,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjbJsEAJ.txt,1,00:02.682,00:00.580,00:01.430,00:00.900,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjbJsEAJ.txt,2,00:18.032,00:01.215,00:01.301,00:01.187,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjbJsEAJ.txt,3,00:01.831,00:00.486,00:00.886,00:06.936,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjbJsEAJ.txt,4,00:03.217,00:00.386,00:01.173,00:01.315,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjbJsEAJ.txt,5,00:03.561,00:00.443,00:00.930,00:00.300,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjbJsEAJ.txt,6,00:00.930,00:00.000,00:00.457,00:00.115,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,1,00:01.347,00:00.718,00:01.259,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,2,00:07.214,00:01.232,00:09.806,00:00.589,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,3,00:04.351,00:00.718,00:00.650,00:00.602,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,4,00:25.805,00:05.272,00:00.616,00:01.469,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,5,00:02.456,00:00.230,00:00.718,00:01.441,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,6,00:02.870,00:04.209,00:00.440,00:03.763,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,7,00:07.681,00:00.637,00:01.672,00:04.392,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,8,00:10.408,00:01.489,00:00.806,00:01.434,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,9,00:14.449,00:00.074,00:00.731,00:00.623,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJbTIEA1.txt,10,00:01.022,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJDZKEA5.txt,1,00:03.378,00:00.288,00:01.418,00:01.985,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJDZKEA5.txt,2,00:26.796,00:00.389,00:00.828,00:02.075,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJDZKEA5.txt,3,00:01.348,00:00.313,00:00.227,00:08.508,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJDZKEA5.txt,4,00:00.323,00:00.722,00:00.167,00:00.879,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJDZKEA5.txt,5,00:06.427,00:00.651,00:00.707,00:03.964,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJDZKEA5.txt,6,00:08.760,00:02.621,00:00.546,00:00.596,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJDZKEA5.txt,7,00:00.009,00:00.157,00:00.611,00:01.560,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJDZKEA5.txt,8,00:00.878,00:00.000,00:00.006,00:00.631,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJepKEAT.txt,1,00:00.234,00:00.518,00:02.047,00:00.588,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJepKEAT.txt,2,00:14.639,00:00.560,00:00.519,00:00.140,00:00.000,00:00.796,00:00.000,00:00.000,00:00.000,
00T6000005HJepKEAT.txt,3,00:02.855,00:01.875,00:01.106,00:00.322,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJepKEAT.txt,4,00:00.280,00:00.182,00:00.937,00:00.336,00:00.000,00:00.000,00:00.490,00:00.000,00:00.000,
00T6000005HJepKEAT.txt,5,00:09.251,00:02.268,00:02.183,00:01.903,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJepKEAT.txt,6,00:00.923,00:01.497,00:01.358,00:00.126,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJepKEAT.txt,7,00:03.443,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,1,00:01.770,00:00.902,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,2,00:02.813,00:00.422,00:01.566,00:01.214,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,3,00:17.255,00:00.466,00:00.005,00:04.292,00:00.000,00:00.000,00:00.000,00:00.623,00:00.000,
00T6000005HjEwEEAV.txt,4,00:01.160,00:00.937,00:01.203,00:00.190,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,5,00:03.848,00:00.964,00:00.395,00:00.201,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,6,00:02.883,00:00.596,00:01.860,00:06.919,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,7,00:00.288,00:01.918,00:00.054,00:03.425,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,8,00:05.452,00:00.525,00:01.268,00:02.081,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,9,00:00.304,00:00.044,00:00.162,00:01.745,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,10,00:01.197,00:00.515,00:00.130,00:11.462,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,11,00:00.634,-1:59.001,00:01.001,00:00.000,00:00.000,00:00.000,00:00.000,00:00.332,00:00.000,
00T6000005HjEwEEAV.txt,12,00:02.429,00:00.509,00:00.147,00:01.279,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,13,00:00.314,00:00.563,00:00.001,00:01.322,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,14,00:00.266,00:00.043,00:00.072,00:02.596,00:00.000,00:00.000,00:00.000,00:01.082,00:00.000,
00T6000005HjEwEEAV.txt,15,00:01.436,00:00.179,00:00.309,00:01.024,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,16,00:00.130,00:00.282,00:00.840,00:00.493,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,17,00:04.216,00:00.325,00:00.699,00:00.504,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HjEwEEAV.txt,18,00:01.686,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJFamEAH.txt,1,00:01.561,00:00.633,00:00.883,00:00.559,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
