call_ID,round number,salesperson talking time,SP pause,total round pauses,customer talking time,crosstalk1,crosstalk2,crosstalk3,crosstalk4,crosstalk5
00T6000005ax7xlEAA.txt,7,00:00.198,00:00.310,-1:49.019,00:11.272,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax7xlEAA.txt,8,00:00.263,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,1,00:01.542,00:00.392,00:00.993,00:00.706,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,2,00:03.332,00:00.483,00:00.980,00:04.156,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,3,00:00.954,00:00.680,00:00.954,00:00.823,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,4,00:26.527,00:00.601,00:01.947,00:03.934,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,5,00:09.291,00:01.133,00:01.241,00:14.166,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,6,00:05.139,00:00.444,00:04.156,00:03.933,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,7,00:03.385,00:00.497,00:01.294,00:03.920,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,8,00:07.161,00:00.222,00:01.333,00:08.899,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,9,00:02.979,00:00.104,00:00.771,00:00.445,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,10,00:00.928,00:00.236,00:00.497,00:00.757,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005ax9x9EAA.txt,11,00:00.575,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJaRdEAK.txt,1,00:02.200,00:00.431,00:01.035,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJaRdEAK.txt,2,00:00.581,00:00.377,00:01.050,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJaRdEAK.txt,3,00:00.280,00:00.725,00:13.555,00:00.317,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJaRdEAK.txt,4,00:00.649,00:00.393,00:01.042,00:00.514,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJaRdEAK.txt,5,00:03.307,00:00.635,00:02.326,00:01.948,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJaRdEAK.txt,6,00:06.033,00:00.688,00:01.171,00:01.842,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJaRdEAK.txt,7,00:05.671,00:00.959,00:00.060,00:03.784,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJaRdEAK.txt,8,00:00.664,00:00.446,00:00.015,00:00.000,00:00.000,00:00.000,00:00.000,00:00.559,00:00.000,
00T6000005bJaRdEAK.txt,9,00:01.261,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,1,00:01.462,00:00.589,00:31.227,00:00.566,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,2,00:03.514,00:00.401,00:00.944,00:00.507,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,3,00:18.549,00:00.483,00:08.455,00:00.342,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,4,00:02.948,00:00.507,00:00.696,00:00.932,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,5,00:01.945,00:00.224,00:00.390,00:01.403,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,6,00:07.724,00:00.401,00:00.672,00:01.096,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,7,00:03.066,00:00.477,00:00.572,00:00.213,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,8,00:12.105,00:00.460,00:01.214,00:00.431,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,9,00:01.934,00:00.018,00:00.406,00:00.625,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJeQ2EAK.txt,10,00:00.189,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,1,00:00.666,00:00.588,00:10.982,00:00.313,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,2,00:03.591,00:00.413,00:01.139,00:00.302,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,3,00:24.328,00:03.134,00:01.732,00:01.436,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,4,00:00.968,00:00.287,00:01.686,00:07.007,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,5,00:00.613,00:00.662,00:05.667,00:00.864,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,6,00:07.782,00:00.341,00:01.256,00:01.920,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,7,00:00.269,00:00.995,00:00.734,00:00.523,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,8,00:10.072,00:00.448,00:00.704,00:00.341,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,9,00:01.993,00:00.228,00:00.726,00:01.064,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJheAEAS.txt,10,00:01.078,00:00.000,00:00.396,00:00.572,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,1,00:02.972,00:00.247,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,2,00:01.893,00:00.194,00:00.929,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,3,00:00.416,00:01.106,00:18.493,00:00.707,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,4,00:07.146,00:00.858,00:00.822,00:00.398,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,5,00:04.413,00:00.407,00:01.530,00:06.067,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,6,00:08.119,00:00.362,00:01.566,00:03.007,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,7,00:03.980,00:00.377,00:00.425,00:05.583,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,8,00:01.345,00:01.123,00:00.097,00:15.221,00:00.000,00:00.000,00:00.000,00:01.247,00:00.000,
00T6000005bJU9NEAW.txt,9,00:06.209,00:00.310,00:00.008,00:04.502,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,10,00:05.669,00:00.345,00:00.530,00:03.467,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,11,00:02.989,00:00.345,00:00.000,00:10.215,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,12,00:00.407,00:00.620,00:00.769,00:03.007,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,13,00:04.979,00:00.575,00:01.291,00:19.360,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,14,00:01.309,00:00.371,00:00.565,00:02.149,00:00.000,00:00.000,00:00.000,00:00.894,00:00.000,
00T6000005bJU9NEAW.txt,15,00:05.581,00:00.000,00:00.725,00:00.955,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJU9NEAW.txt,16,00:00.929,00:00.000,00:00.071,00:00.442,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,1,00:01.218,00:00.001,00:00.650,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,2,00:02.543,00:00.145,00:01.082,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,3,00:00.606,00:01.241,00:14.823,00:00.526,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,4,00:20.731,00:00.433,00:00.009,00:00.427,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,5,00:12.223,00:00.470,00:00.975,00:00.364,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,6,00:02.087,00:01.229,00:01.582,00:00.357,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,7,00:01.344,00:01.079,00:00.246,00:00.120,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,8,00:05.018,00:00.776,00:00.960,00:03.233,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,9,00:00.412,00:00.887,00:02.136,00:08.210,00:00.000,00:00.000,00:00.879,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,10,00:18.380,00:00.434,00:05.713,00:01.307,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,11,00:04.140,00:01.058,00:00.604,00:00.906,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,12,00:00.605,00:01.671,00:01.111,00:01.696,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,13,00:01.227,00:00.501,00:00.003,00:02.057,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,14,00:08.611,00:00.358,00:00.145,00:05.707,00:00.000,00:00.000,00:01.418,00:00.000,00:00.000,
00T6000005bJUCpEAO.txt,15,00:12.647,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJVfxEAG.txt,1,00:01.473,00:00.383,00:01.127,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJVfxEAG.txt,2,00:00.443,00:00.519,00:12.915,00:00.439,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJVfxEAG.txt,3,00:03.395,00:00.850,00:01.347,00:04.857,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJVfxEAG.txt,4,00:22.027,00:00.706,00:00.030,00:19.884,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJVfxEAG.txt,5,00:10.831,00:00.000,00:01.107,00:00.315,00:00.000,00:00.000,00:00.000,00:00.000,00:02.383,
00T6000005bJWthEAG.txt,1,00:00.911,00:00.269,00:00.955,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,2,00:07.070,00:00.195,00:01.436,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,3,00:00.343,00:00.086,00:33.896,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,4,00:00.324,00:00.869,00:08.119,00:00.535,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,5,00:16.724,00:00.108,00:00.117,00:02.106,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,6,00:01.601,00:00.321,00:00.015,00:00.915,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,7,00:10.424,00:00.007,00:00.334,00:05.292,00:00.000,00:00.804,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,8,00:00.573,00:00.229,00:01.206,00:16.595,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,9,00:01.217,00:00.067,00:00.621,00:08.847,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,10,00:01.514,00:00.015,00:01.246,00:01.595,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,11,00:05.055,00:00.319,00:00.046,00:05.314,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,12,00:00.400,00:00.116,00:00.568,00:05.183,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,13,00:01.186,00:00.173,00:00.930,00:00.778,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,14,00:08.689,00:00.065,00:-1.491,00:04.268,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,15,00:09.616,00:00.318,00:00.105,00:03.811,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005bJWthEAG.txt,16,00:00.272,00:00.088,00:00.011,00:00.000,00:00.000,00:00.000,00:00.000,00:01.123,00:00.000,
00T6000005bJWthEAG.txt,17,00:02.777,00:00.000,00:00.693,00:01.064,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,1,00:00.637,00:00.423,00:01.505,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,2,00:00.271,00:00.114,00:08.137,00:01.138,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,3,00:15.231,00:00.615,00:01.500,00:07.623,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,4,00:02.185,00:00.349,00:00.075,00:09.830,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,5,00:01.794,00:00.216,00:00.020,00:02.349,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,6,00:13.282,00:00.099,00:00.980,00:01.882,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,7,00:06.293,00:-1.436,00:00.162,00:00.236,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,8,00:08.863,00:00.500,00:01.086,00:00.115,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,9,00:05.890,00:00.593,00:01.154,00:00.287,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,10,00:14.648,00:00.209,00:01.500,00:00.532,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,11,00:13.809,00:00.322,00:00.652,00:01.095,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F675qEAB.txt,12,00:05.443,00:00.000,00:00.272,00:01.470,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,1,00:02.974,00:00.845,00:00.028,00:00.466,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,2,00:05.115,00:00.885,00:00.976,00:00.205,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,3,00:34.311,00:00.918,00:16.511,00:02.373,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,4,00:04.566,00:00.798,00:00.853,00:02.645,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,5,00:03.840,00:00.518,00:00.900,00:01.792,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,6,00:11.985,00:06.440,00:01.478,00:02.659,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,7,00:08.556,00:00.350,00:01.058,00:00.431,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,8,00:01.541,00:00.347,00:00.093,00:01.029,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6cF7EAJ.txt,9,00:00.557,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6f7rEAB.txt,1,00:45.589,00:01.374,00:15.708,00:00.408,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6f7rEAB.txt,2,00:07.989,00:00.007,00:00.389,00:02.718,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6f7rEAB.txt,3,00:03.054,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6FKwEAN.txt,1,00:03.301,00:00.422,00:01.591,00:01.142,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6FKwEAN.txt,2,00:00.342,00:00.391,00:00.872,00:00.312,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6FKwEAN.txt,3,00:25.894,00:00.475,00:00.061,00:05.082,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6FKwEAN.txt,4,00:15.414,00:00.524,00:00.042,00:02.699,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6FKwEAN.txt,5,00:08.078,00:00.580,00:00.009,00:04.455,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6FKwEAN.txt,6,00:00.832,00:00.447,00:00.643,00:00.627,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6FKwEAN.txt,7,00:00.067,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,1,00:01.372,00:00.455,00:00.778,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,2,00:01.638,00:00.494,00:01.137,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,3,00:00.337,00:00.536,02:28.096,00:00.554,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,4,00:03.590,00:00.277,00:00.648,00:00.828,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,5,00:24.552,00:00.436,00:00.720,00:13.936,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,6,00:07.737,00:00.275,00:00.817,00:05.567,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,7,00:06.197,00:00.658,00:01.161,00:06.061,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,8,00:07.055,00:00.407,00:00.420,00:00.533,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,9,00:01.215,00:00.325,00:00.398,00:00.243,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6GF8EAN.txt,10,00:00.109,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6MigEAF.txt,1,00:01.362,00:00.427,00:01.021,00:00.510,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6MigEAF.txt,2,00:03.359,00:00.538,00:02.078,00:08.428,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6MigEAF.txt,3,00:07.622,00:00.545,00:00.018,00:06.011,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6MigEAF.txt,4,00:04.457,00:00.461,00:01.642,00:00.335,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6MigEAF.txt,5,00:00.414,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6QumEAF.txt,1,00:01.173,00:00.772,00:01.103,00:00.295,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6QumEAF.txt,2,00:05.408,00:00.682,00:01.125,00:00.525,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6QumEAF.txt,3,00:16.657,00:00.778,00:01.223,00:00.655,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6QumEAF.txt,4,00:01.374,00:00.772,00:02.026,00:07.629,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6QumEAF.txt,5,00:06.723,00:00.034,00:00.378,00:04.661,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6QumEAF.txt,6,00:08.090,00:00.495,00:01.047,00:02.583,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6QumEAF.txt,7,00:01.831,00:00.270,00:00.771,00:00.637,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005F6QumEAF.txt,8,00:00.579,00:00.000,00:00.627,00:00.419,00:00.456,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,1,00:05.942,00:00.841,00:01.219,00:09.478,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,2,00:09.770,00:00.987,00:01.662,00:04.289,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,3,00:00.836,00:00.819,00:00.861,00:13.057,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,4,00:00.225,00:00.931,00:05.541,00:05.885,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,5,00:13.255,00:00.626,00:01.039,00:02.398,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,6,00:00.293,00:01.531,00:01.169,00:07.462,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,7,00:11.898,00:00.907,00:00.949,00:01.170,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,8,00:10.539,00:01.493,00:00.874,00:05.881,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,9,00:07.403,00:00.759,00:01.504,00:05.755,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,10,00:00.354,00:02.969,00:01.159,00:18.475,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,11,00:14.631,00:00.393,00:01.035,00:04.311,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,12,00:05.001,00:00.264,00:01.330,00:00.601,00:00.000,00:02.043,00:00.000,00:00.000,00:00.000,
00T6000005Gxc0QEAR.txt,13,00:00.094,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,1,00:01.048,00:00.657,00:01.359,00:00.561,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,2,00:00.914,00:00.722,00:01.443,00:01.496,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,3,00:01.058,00:00.669,00:01.286,00:01.697,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,4,00:17.207,00:00.693,00:02.383,00:08.744,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,5,00:00.278,00:00.719,00:08.039,00:05.765,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,6,00:03.889,00:00.278,00:03.105,00:02.609,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,7,00:06.996,00:00.518,00:01.354,00:00.129,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,8,00:09.882,00:00.668,00:01.657,00:04.522,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,9,00:02.484,00:00.712,00:00.075,00:15.990,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,10,00:00.571,00:01.050,00:01.188,00:05.496,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,11,00:04.031,00:00.051,00:01.218,00:10.615,00:00.000,00:02.555,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,12,00:11.083,00:00.480,00:00.156,00:00.476,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,13,00:13.285,00:00.694,00:01.251,00:02.172,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,14,00:00.929,00:00.597,00:00.728,00:00.683,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,15,00:02.402,00:00.517,00:00.982,00:00.339,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxkbrEAB.txt,16,00:00.922,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,1,00:01.210,00:00.387,00:01.851,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,2,00:00.376,00:01.415,00:20.641,00:00.569,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,3,00:00.158,00:00.580,00:00.653,00:00.218,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,4,00:00.279,00:00.612,00:00.052,00:00.218,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,5,00:05.804,00:00.295,00:00.664,00:00.400,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,6,00:11.011,00:00.541,00:00.078,00:01.124,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,7,00:00.334,00:00.724,00:00.183,00:00.569,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,8,00:01.545,00:00.719,00:01.457,00:00.163,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,9,00:03.747,00:00.814,00:01.480,00:01.101,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005GxrimEAB.txt,10,00:05.459,00:00.022,00:01.075,00:00.718,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
